samples,ASV_ID,abundance
FLD0282_12_07_2010_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.100984012
FLD0282_12_07_2010_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.001921066
FLD0282_12_07_2010_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.002006446
FLD0282_12_07_2010_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0282_12_07_2010_1,Synechococcus phage S-LKM3 (ASV_20),0.003650025
FLD0282_12_07_2010_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.073192597
FLD0282_12_07_2010_1,Unknown_ASV,0.099468505
FLD0283_12_07_2010_2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.030654322
FLD0283_12_07_2010_2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.15245468
FLD0283_12_07_2010_2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.032171477
FLD0283_12_07_2010_2,Uncultured cyanophage clone BwC24 (ASV_6),0.000894733
FLD0283_12_07_2010_2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.012954174
FLD0283_12_07_2010_2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.202715319
FLD0283_12_07_2010_2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0283_12_07_2010_2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.014393527
FLD0283_12_07_2010_2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.003151015
FLD0283_12_07_2010_2,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.003578931
FLD0283_12_07_2010_2,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.09180736
FLD0283_12_07_2010_2,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.001478254
FLD0283_12_07_2010_2,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.008597215
FLD0283_12_07_2010_2,Uncultured Myoviridae clone KUSW41 (ASV_19),0.007741383
FLD0283_12_07_2010_2,Synechococcus phage S-LKM3 (ASV_20),0.002762001
FLD0283_12_07_2010_2,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.018089162
FLD0283_12_07_2010_2,Unknown_ASV,0.416556446
FLD0284_26_07_2010_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.052416929
FLD0284_26_07_2010_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.124089055
FLD0284_26_07_2010_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.058821956
FLD0284_26_07_2010_1,Uncultured cyanophage clone BwC24 (ASV_6),0.001872033
FLD0284_26_07_2010_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.010202581
FLD0284_26_07_2010_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.05981146
FLD0284_26_07_2010_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.00168483
FLD0284_26_07_2010_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.020966771
FLD0284_26_07_2010_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.003235943
FLD0284_26_07_2010_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.006632346
FLD0284_26_07_2010_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.02215685
FLD0284_26_07_2010_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.009721201
FLD0284_26_07_2010_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.009346794
FLD0284_26_07_2010_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.009734572
FLD0284_26_07_2010_1,Synechococcus phage S-LKM3 (ASV_20),0.001350538
FLD0284_26_07_2010_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.10919302
FLD0284_26_07_2010_1,Unknown_ASV,0.498763121
FLD0285_10_08_2010_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.041745502
FLD0285_10_08_2010_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.019178506
FLD0285_10_08_2010_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.03373009
FLD0285_10_08_2010_1,Uncultured cyanophage clone BwC24 (ASV_6),0.00302728
FLD0285_10_08_2010_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.193401906
FLD0285_10_08_2010_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.025508273
FLD0285_10_08_2010_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.000584815
FLD0285_10_08_2010_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.012951942
FLD0285_10_08_2010_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.002700471
FLD0285_10_08_2010_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.012676735
FLD0285_10_08_2010_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.002820874
FLD0285_10_08_2010_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.019453714
FLD0285_10_08_2010_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.185386494
FLD0285_10_08_2010_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.019505315
FLD0285_10_08_2010_1,Synechococcus phage S-LKM3 (ASV_20),0.005607348
FLD0285_10_08_2010_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.050930545
FLD0285_10_08_2010_1,Unknown_ASV,0.370790189
FLD0286_10_08_2010_2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.020965348
FLD0286_10_08_2010_2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.015358884
FLD0286_10_08_2010_2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.012791218
FLD0286_10_08_2010_2,Uncultured cyanophage clone BwC24 (ASV_6),0.002355657
FLD0286_10_08_2010_2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.214529693
FLD0286_10_08_2010_2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.03133024
FLD0286_10_08_2010_2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.000164896
FLD0286_10_08_2010_2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.005111776
FLD0286_10_08_2010_2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.001248498
FLD0286_10_08_2010_2,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.009281289
FLD0286_10_08_2010_2,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.00240277
FLD0286_10_08_2010_2,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.008951497
FLD0286_10_08_2010_2,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.229464559
FLD0286_10_08_2010_2,Uncultured Myoviridae clone KUSW41 (ASV_19),0.017808768
FLD0286_10_08_2010_2,Synechococcus phage S-LKM3 (ASV_20),0.003274363
FLD0286_10_08_2010_2,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.027466962
FLD0286_10_08_2010_2,Unknown_ASV,0.397493581
FLD0289_22_08_2010_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.030211121
FLD0289_22_08_2010_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.03181683
FLD0289_22_08_2010_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.021885222
FLD0289_22_08_2010_1,Uncultured cyanophage clone BwC24 (ASV_6),0.023134106
FLD0289_22_08_2010_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.2201011
FLD0289_22_08_2010_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.011239964
FLD0289_22_08_2010_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.010585787
FLD0289_22_08_2010_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.009099019
FLD0289_22_08_2010_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.009099019
FLD0289_22_08_2010_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.04186738
FLD0289_22_08_2010_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.00083259
FLD0289_22_08_2010_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.009634255
FLD0289_22_08_2010_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.176271186
FLD0289_22_08_2010_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.024918228
FLD0289_22_08_2010_1,Synechococcus phage S-LKM3 (ASV_20),0.001962533
FLD0289_22_08_2010_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.002259887
FLD0289_22_08_2010_1,Unknown_ASV,0.375081772
FLD0290_16_09_2010_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.061186229
FLD0290_16_09_2010_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.014998296
FLD0290_16_09_2010_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.011305533
FLD0290_16_09_2010_1,Uncultured cyanophage clone BwC24 (ASV_6),0.694409726
FLD0290_16_09_2010_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.029258039
FLD0290_16_09_2010_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.002783775
FLD0290_16_09_2010_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.000511306
FLD0290_16_09_2010_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.016589024
FLD0290_16_09_2010_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.01085104
FLD0290_16_09_2010_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.008692194
FLD0290_16_09_2010_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.001533917
FLD0290_16_09_2010_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.006817407
FLD0290_16_09_2010_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.047040109
FLD0290_16_09_2010_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.003181457
FLD0290_16_09_2010_1,Synechococcus phage S-LKM3 (ASV_20),0.000681741
FLD0290_16_09_2010_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.001817975
FLD0290_16_09_2010_1,Unknown_ASV,0.088342234
FLD0291_16_09_2010_2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.035473486
FLD0291_16_09_2010_2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.020652372
FLD0291_16_09_2010_2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.006803134
FLD0291_16_09_2010_2,Uncultured cyanophage clone BwC24 (ASV_6),0.623215696
FLD0291_16_09_2010_2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.03583794
FLD0291_16_09_2010_2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.00534532
FLD0291_16_09_2010_2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.000607423
FLD0291_16_09_2010_2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.014092207
FLD0291_16_09_2010_2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.005770516
FLD0291_16_09_2010_2,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.008200207
FLD0291_16_09_2010_2,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.000607423
FLD0291_16_09_2010_2,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.005223835
FLD0291_16_09_2010_2,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.059102229
FLD0291_16_09_2010_2,Uncultured Myoviridae clone KUSW41 (ASV_19),0.008260949
FLD0291_16_09_2010_2,Synechococcus phage S-LKM3 (ASV_20),0.000425196
FLD0291_16_09_2010_2,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.001275588
FLD0291_16_09_2010_2,Unknown_ASV,0.169106481
FLD0292_19_10_2010_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.074502568
FLD0292_19_10_2010_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.003839824
FLD0292_19_10_2010_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.002892335
FLD0292_19_10_2010_1,Uncultured cyanophage clone BwC24 (ASV_6),0.860469755
FLD0292_19_10_2010_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.004687578
FLD0292_19_10_2010_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.003540617
FLD0292_19_10_2010_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0292_19_10_2010_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.014212337
FLD0292_19_10_2010_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.003889692
FLD0292_19_10_2010_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.000997357
FLD0292_19_10_2010_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.005186256
FLD0292_19_10_2010_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.004587842
FLD0292_19_10_2010_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.001246696
FLD0292_19_10_2010_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0292_19_10_2010_1,Synechococcus phage S-LKM3 (ASV_20),0.001097093
FLD0292_19_10_2010_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.0013963
FLD0292_19_10_2010_1,Unknown_ASV,0.017453748
FLD0293_19_10_2010_2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.093657863
FLD0293_19_10_2010_2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.002509253
FLD0293_19_10_2010_2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.002948372
FLD0293_19_10_2010_2,Uncultured cyanophage clone BwC24 (ASV_6),0.827990716
FLD0293_19_10_2010_2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.0052067
FLD0293_19_10_2010_2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.003952073
FLD0293_19_10_2010_2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0293_19_10_2010_2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.019760366
FLD0293_19_10_2010_2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.003387491
FLD0293_19_10_2010_2,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.003638417
FLD0293_19_10_2010_2,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.003512954
FLD0293_19_10_2010_2,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.006335863
FLD0293_19_10_2010_2,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.003199297
FLD0293_19_10_2010_2,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0293_19_10_2010_2,Synechococcus phage S-LKM3 (ASV_20),0
FLD0293_19_10_2010_2,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.001693746
FLD0293_19_10_2010_2,Unknown_ASV,0.022206888
FLD0294_15_05_2011_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.308243728
FLD0294_15_05_2011_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0
FLD0294_15_05_2011_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0
FLD0294_15_05_2011_1,Uncultured cyanophage clone BwC24 (ASV_6),0.071684588
FLD0294_15_05_2011_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.025089606
FLD0294_15_05_2011_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.017921147
FLD0294_15_05_2011_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0294_15_05_2011_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.132616487
FLD0294_15_05_2011_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0
FLD0294_15_05_2011_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0
FLD0294_15_05_2011_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.017921147
FLD0294_15_05_2011_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.0609319
FLD0294_15_05_2011_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.046594982
FLD0294_15_05_2011_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0294_15_05_2011_1,Synechococcus phage S-LKM3 (ASV_20),0
FLD0294_15_05_2011_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.025089606
FLD0294_15_05_2011_1,Unknown_ASV,0.29390681
FLD0295_15_05_2011_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.208443272
FLD0295_15_05_2011_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0
FLD0295_15_05_2011_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.092348285
FLD0295_15_05_2011_1,Uncultured cyanophage clone BwC24 (ASV_6),0.248021108
FLD0295_15_05_2011_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.01055409
FLD0295_15_05_2011_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.01055409
FLD0295_15_05_2011_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0295_15_05_2011_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.084432718
FLD0295_15_05_2011_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.044854881
FLD0295_15_05_2011_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.039577836
FLD0295_15_05_2011_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0
FLD0295_15_05_2011_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.01055409
FLD0295_15_05_2011_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.021108179
FLD0295_15_05_2011_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0295_15_05_2011_1,Synechococcus phage S-LKM3 (ASV_20),0.018469657
FLD0295_15_05_2011_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0
FLD0295_15_05_2011_1,Unknown_ASV,0.211081794
FLD0297_21_06_2011_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.779021865
FLD0297_21_06_2011_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.000633781
FLD0297_21_06_2011_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.001161931
FLD0297_21_06_2011_1,Uncultured cyanophage clone BwC24 (ASV_6),0.001478821
FLD0297_21_06_2011_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0
FLD0297_21_06_2011_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0
FLD0297_21_06_2011_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0297_21_06_2011_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.169747544
FLD0297_21_06_2011_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.001373191
FLD0297_21_06_2011_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0
FLD0297_21_06_2011_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0
FLD0297_21_06_2011_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0
FLD0297_21_06_2011_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.004225203
FLD0297_21_06_2011_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0297_21_06_2011_1,Synechococcus phage S-LKM3 (ASV_20),0
FLD0297_21_06_2011_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0
FLD0297_21_06_2011_1,Unknown_ASV,0.042357663
FLD0298_21_06_2011_2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.751871219
FLD0298_21_06_2011_2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0
FLD0298_21_06_2011_2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.001486722
FLD0298_21_06_2011_2,Uncultured cyanophage clone BwC24 (ASV_6),0.006305752
FLD0298_21_06_2011_2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.001281657
FLD0298_21_06_2011_2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0
FLD0298_21_06_2011_2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0298_21_06_2011_2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.193530196
FLD0298_21_06_2011_2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0
FLD0298_21_06_2011_2,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.001486722
FLD0298_21_06_2011_2,Uncultured cyanophage clone KRA0808M1 (ASV_13),0
FLD0298_21_06_2011_2,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.000307598
FLD0298_21_06_2011_2,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.00399877
FLD0298_21_06_2011_2,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0298_21_06_2011_2,Synechococcus phage S-LKM3 (ASV_20),0
FLD0298_21_06_2011_2,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0
FLD0298_21_06_2011_2,Unknown_ASV,0.039731365
FLD0299_05_07_2011_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.475961242
FLD0299_05_07_2011_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.003332716
FLD0299_05_07_2011_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.001666358
FLD0299_05_07_2011_1,Uncultured cyanophage clone BwC24 (ASV_6),0.066222305
FLD0299_05_07_2011_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.007838055
FLD0299_05_07_2011_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.000432019
FLD0299_05_07_2011_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0299_05_07_2011_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.106400049
FLD0299_05_07_2011_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.000864038
FLD0299_05_07_2011_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0
FLD0299_05_07_2011_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.003517867
FLD0299_05_07_2011_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.002345245
FLD0299_05_07_2011_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.009010677
FLD0299_05_07_2011_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.020860335
FLD0299_05_07_2011_1,Synechococcus phage S-LKM3 (ASV_20),0.000555453
FLD0299_05_07_2011_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0
FLD0299_05_07_2011_1,Unknown_ASV,0.300993643
FLD0300_05_07_2011_2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.61423913
FLD0300_05_07_2011_2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.003043478
FLD0300_05_07_2011_2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.000706522
FLD0300_05_07_2011_2,Uncultured cyanophage clone BwC24 (ASV_6),0.038967391
FLD0300_05_07_2011_2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.008423913
FLD0300_05_07_2011_2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.000978261
FLD0300_05_07_2011_2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.00048913
FLD0300_05_07_2011_2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.134673913
FLD0300_05_07_2011_2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.000978261
FLD0300_05_07_2011_2,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.000326087
FLD0300_05_07_2011_2,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.002282609
FLD0300_05_07_2011_2,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.001358696
FLD0300_05_07_2011_2,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.005163043
FLD0300_05_07_2011_2,Uncultured Myoviridae clone KUSW41 (ASV_19),0.010652174
FLD0300_05_07_2011_2,Synechococcus phage S-LKM3 (ASV_20),0
FLD0300_05_07_2011_2,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.002065217
FLD0300_05_07_2011_2,Unknown_ASV,0.175652174
FLD0301_19_07_2011_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.17213002
FLD0301_19_07_2011_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.001788007
FLD0301_19_07_2011_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.001650468
FLD0301_19_07_2011_1,Uncultured cyanophage clone BwC24 (ASV_6),0.067096094
FLD0301_19_07_2011_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.001788007
FLD0301_19_07_2011_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.000916926
FLD0301_19_07_2011_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.00362186
FLD0301_19_07_2011_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.032963506
FLD0301_19_07_2011_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.000458463
FLD0301_19_07_2011_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0
FLD0301_19_07_2011_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.082408766
FLD0301_19_07_2011_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.000596002
FLD0301_19_07_2011_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.001879699
FLD0301_19_07_2011_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.065239318
FLD0301_19_07_2011_1,Synechococcus phage S-LKM3 (ASV_20),0.000160462
FLD0301_19_07_2011_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.000275078
FLD0301_19_07_2011_1,Unknown_ASV,0.567027324
FLD0302_19_07_2011_2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.04221546
FLD0302_19_07_2011_2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.000998174
FLD0302_19_07_2011_2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.000657334
FLD0302_19_07_2011_2,Uncultured cyanophage clone BwC24 (ASV_6),0.018527085
FLD0302_19_07_2011_2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.000925137
FLD0302_19_07_2011_2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.000779063
FLD0302_19_07_2011_2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.00136336
FLD0302_19_07_2011_2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.008642727
FLD0302_19_07_2011_2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.00034084
